x,y
3.07599,1.12688
-0.40968,-7.34111
3.42504,-0.309104
0.0504381,-0.363151
-0.627124,0.615714
3.13087,5.13323
-0.156324,-1.5258
-0.468809,-2.19724
-1.00629,-2.037
2.11336,4.31832
1.84916,0.961344
1.54517,0.2927
0.0199622,-1.9113
0.19423,-1.90131
0.798126,-1.89413
-0.496019,-0.615894
2.15043,3.17434
0.882257,-0.380309
-0.0254091,-2.64533
0.134832,-0.43535
0.36161,-1.5122
0.218705,2.6695
1.80676,0.750829
0.458155,-2.33645
1.01794,-3.08135
-2.09135,-3.44979
-2.8805,-5.0168
2.03598,1.36067
-0.85637,-4.33793
1.71788,0.0281099
0.661745,-2.05539
0.637867,1.74339
0.357772,-1.15912
2.99732,3.11467
2.60799,3.89714
-0.127788,-2.12784
0.97312,-2.44694
0.7854,-1.64168
2.40166,2.80962
2.3899,2.20894
0.797174,0.0470124
1.05686,0.382293
0.432185,2.18354
1.49051,-1.45014
2.25528,1.50858
2.22906,-1.2827
-2.91984,-5.81151
2.40957,2.62791
-0.728127,-4.21571
0.60344,-0.0551362
0.0278052,-3.08438
1.84845,0.782609
3.0292,7.66428
2.03487,-0.891887
1.11662,-2.41359
-0.811243,-1.00023
2.0862,2.26833
0.678954,-1.08287
0.407426,-2.70759
0.923091,-1.30671
2.5658,0.592703
1.57346,2.89524
1.75857,4.27434
0.497561,3.63506
2.38804,0.902195
-0.280655,-3.06481
0.0546165,-3.70181
-0.602551,2.24688
-2.19192,-7.21538
-0.115686,-3.34341
1.91994,2.61766
0.419258,-0.312115
-0.0404926,-2.85264
0.930165,-2.85229
-0.49814,-2.60726
0.758521,-1.45829
3.59166,2.38156
1.18733,2.59126
-0.391227,-1.82005
0.358945,-1.61773
0.262092,-1.53446
2.50311,-1.68008
-1.16959,-1.59972
0.0683932,-0.930091
1.89487,-0.207522
0.701129,0.903894
1.10721,-1.11388
0.731673,-2.73174
1.42864,-2.91837
2.70888,-3.15586
-2.78964,-5.07537
0.940769,-0.829275
1.15122,-2.26768
0.0345575,-2.07819
-1.22808,-4.84806
-0.570587,-1.68815
1.82605,-3.37993
0.659812,1.29076
1.21307,1.18127
0.833531,-0.0242071
-1.16415,-2.08863
0.772046,-2.44454
1.54022,-0.282638
3.70923,7.62088
1.84152,4.47638
0.637882,1.47195
2.40344,2.5916
3.36076,2.01226
0.301923,0.898936
6.58849,5.22362
-0.3207,-2.98915
1.43409,1.8868
0.166868,0.85478
1.06881,-3.73734
0.754948,-0.542136
0.0880536,-1.00189
-0.312935,-1.48262
-1.09719,-2.13248
2.93508,3.23309
1.38644,0.0123293
-1.17305,-4.52682
1.95354,1.60144
-1.26426,0.301433
-0.465153,-2.40358
5.43606,6.67658
-0.194797,-1.90768
1.39115,6.23191
2.3735,2.59434
0.845767,1.75625
2.11687,-0.0398833
1.07302,-2.97185
0.762069,-1.48284
-0.727568,-5.3451
-0.708841,-1.29476
1.81731,2.80495
3.54255,1.30454
-0.782441,-2.00564
4.65438,2.57076
-2.20341,-2.90936
-0.407752,-1.36905
1.26527,1.91985
-0.338478,-2.67501
-0.609735,-3.1799
-2.50724,-2.66548
-0.669564,-6.75183
-0.0909149,-5.65793
0.493746,2.32757
1.84223,2.13605
2.97009,0.4519
2.91254,5.70551
1.82896,2.74403
1.98151,2.91845
0.330657,-0.204194
0.134479,-0.99094
1.65228,0.420881
-0.480779,-2.74288
2.47339,7.26639
-0.749033,-5.25368
0.0673834,-1.01336
2.7982,-0.50312
0.359906,1.1287
-0.488428,-0.558499
2.14376,-0.556657
-0.139961,1.2066
2.8714,1.91446
1.27951,3.30478
1.8446,1.54862
0.177966,0.981042
-1.49237,-7.85597
1.22716,1.56039
1.54636,-1.44114
2.01212,1.20746
-0.372582,-1.61103
0.764746,-1.48701
-0.588121,-2.09472
0.925349,-2.36551
0.672206,-0.710137
0.552208,-2.64414
1.36673,1.03745
-1.19284,-1.80275
1.76561,-1.20217
1.58182,-0.027386
2.39197,1.30732
-1.46773,-4.77542
-1.49868,-5.1823
-1.4457,-3.72766
1.21723,1.49203
-1.01266,-3.69503
0.846442,-0.703942
2.5138,-1.65796
-0.0379335,-1.24623
4.63676,6.88568
1.79048,1.11955
0.509465,2.37649
-1.26137,-3.06231
1.91018,0.919516
1.47733,0.336529
1.93024,2.84853
2.97679,1.86864
-0.350208,-1.81882
2.13185,-1.14155
-0.400642,-0.91895
-1.77438,-3.25014
0.816031,-1.49912
1.79449,2.64279
1.13838,-2.31897
2.57138,2.46193
-1.14732,-2.12962
-3.22763,-3.839
3.72238,5.45797
-0.593962,-1.64347
2.94224,-0.229239
0.94012,0.0120847
-1.10036,-3.13771
1.51448,0.181663
-0.786965,-0.502239
2.66426,2.83044
0.920935,2.00836
0.264299,-0.876642
-0.795072,-2.18161
4.47607,4.84224
2.43348,4.09391
2.32998,-1.12324
1.27061,2.48726
-1.09034,-2.61657
2.947,0.60375
1.79968,2.22608
-2.19867,-5.23839
-0.636111,0.150124
-0.474914,-1.34681
1.14364,-2.09265
1.4252,-0.644644
3.84474,4.74122
2.43103,0.181003
1.69544,0.48181
0.503184,-1.07777
1.69783,0.669629
0.627424,-1.31717
1.87045,-1.5619
1.24999,-1.02065
3.62334,2.47167
-0.191568,0.490306
1.41914,3.09639
2.08291,2.93623
0.819822,-3.38084
2.94375,0.800872
0.924713,-0.512661
-0.133661,-2.99037
1.21227,1.00584
1.626,1.58777
0.928531,0.317607
2.61501,2.28919
3.50472,6.8512
2.0486,-0.899176
2.02938,0.926491
-1.37781,-0.763411
-1.19023,-2.54539
2.63817,2.23881
1.25512,-0.122625
-2.06233,-6.32624
-1.7512,-3.10784
3.0311,0.624585
0.452316,0.0696785
-0.923538,-3.08886
-0.4036,-1.08584
2.15213,-2.49403
0.37778,0.925639
2.14721,1.27885
3.72158,4.95883
-0.397761,0.0496829
0.76288,1.8658
1.67226,2.88507
-1.61657,-1.37528
4.37853,3.12115
-2.23265,-4.06749
0.361152,-0.620789
0.458477,-0.137238
3.02776,-1.11924
1.59656,2.66117
-0.431341,-4.36076
1.15314,-1.78142
1.70127,1.93423
-0.719588,-4.02797
3.31001,1.84648
1.52007,1.9189
4.37482,5.4328
-0.351396,-1.40471
2.21283,3.02068
3.6483,1.91353
1.02015,-0.262686
-0.851883,-1.76123
0.84554,2.32813
1.55298,-0.953403
1.4216,1.3121
0.92689,-0.483003
2.59966,5.35278
0.621622,-1.82735
-0.00451621,1.1104
0.145932,0.987294
-0.347737,-1.01495
3.02757,2.42164
3.09568,3.62186
1.03808,-1.94487
2.49454,1.11064
1.28062,0.121958
-0.906925,-1.24828
2.79148,4.64797
2.94707,3.43414
0.354786,0.0389118
-0.151667,0.235569
-0.6814,-1.68173
-0.00799213,-0.823147
-0.836198,-6.0281
-0.294352,-3.45279
3.25133,2.90602
-2.76869,-6.92924
-1.62671,-1.19536
0.828252,1.8749
1.04981,-0.567558
0.292815,-3.25245
3.6259,3.39925
1.68178,2.26463
1.05833,3.78109
0.670033,-1.06176
-0.260283,-1.56941
1.96375,2.57661
1.49641,-0.74744
1.56779,1.53143
0.114565,-1.75661
-1.98183,-4.0599
3.99165,4.29071
0.921636,-1.75042
0.664638,-0.737513
-2.39467,-3.84006
1.78533,-0.671189
1.11684,-1.78157
1.29221,2.24156
2.29355,1.0217
1.87551,0.345497
3.47014,4.65996
1.07599,-0.257216
2.84802,2.69186
0.39452,-1.23795
-0.926314,-2.93724
0.211312,1.91194
0.829741,2.25577
-0.317357,-3.16122
-0.501647,-2.01468
3.15422,0.6306
0.296804,0.493328
2.5237,2.93338
0.148067,-0.110526
2.42815,1.22433
0.559211,-0.743845
-0.0847914,-3.70434
0.503813,-2.47399
3.87145,0.939346
0.632861,-4.35175
1.74222,1.06607
0.528294,3.14671
2.00834,4.59634
0.08438,-0.887079
1.44809,1.15213
1.13135,0.417959
0.114802,-2.29059
2.02776,0.330836
-0.564456,-1.01188
-0.614581,-1.02819
-0.143854,-1.77143
-0.437987,0.836551
-1.79721,-0.914669
0.218252,-3.56588
-1.52613,-5.59806
-0.267734,1.98103
0.517329,0.0958234
-0.12627,-1.77982
2.64541,4.47092
-0.319591,-2.44421
3.56706,2.1847
1.95846,1.24873
2.24457,3.95868
-0.756688,-3.84432
0.77845,0.522408
-1.42986,-1.54361
1.35058,1.56222
0.109102,-2.81725
1.47481,-2.45302
1.79254,1.45348
2.246,3.47037
0.196781,0.0336159
1.16377,1.17484
0.626001,-0.243675
1.50523,1.84639
1.12091,-1.62758
0.391654,1.04299
0.969391,2.04784
0.858582,0.169942
1.5623,-0.134897
0.125157,-3.30371
2.97222,6.00836
0.880066,0.153814
-3.002,-6.21088
2.50794,-0.344528
-1.74443,-3.42734
3.59332,3.70224
-0.935773,-0.869353
-0.264187,-0.300745
-1.38892,-2.14992
0.439603,-3.24205
1.90739,0.416956
-0.40155,-1.39053
5.54704,5.85508
2.09968,0.577851
3.28799,2.41293
-1.70106,-4.85854
-0.158817,-3.09813
2.4268,-0.880802
2.58806,2.80477
-0.16421,0.578858
-0.38155,-3.57819
1.41348,0.736523
-0.21847,2.08526
0.362859,-0.513197
2.28645,5.15703
-1.4267,-0.747146
1.30917,0.675987
-0.609563,-2.80424
-0.402916,-2.80269
-0.0547294,-0.164896
1.84109,2.33341
-0.416306,-0.61315
-0.0502042,-0.481056
-2.3735,-3.29044
2.07182,0.392598
2.06479,4.2859
0.627894,-2.53257
0.138863,-0.509329
-0.975873,-3.5205
0.801871,-1.59532
-0.151312,-2.63491
-0.463301,-0.636547
-2.04551,-4.09054
1.54745,-0.324118
1.66586,0.739851
-1.48531,-5.48612
2.59466,4.17325
1.42153,2.41792
3.15596,5.21191
2.58986,0.769614
0.365539,0.408013
2.23072,2.35451
1.84628,0.286541
0.68856,-5.75866
1.74539,2.45582
0.957971,-0.255741
0.0890779,-1.85811
1.40243,0.125108
0.194889,-3.15101
1.19524,2.75676
-0.842579,-2.30362
1.34791,-1.97024
2.09782,2.46564
1.46442,-0.820775
0.852247,-0.609032
0.85773,-1.76733
-0.496163,-3.14682
0.575343,-2.35961
2.90378,3.1726
1.39884,1.42748
0.235342,1.90534
-1.39314,-2.35974
3.18375,3.00217
4.22061,2.76057
-1.12703,-1.67503
1.28439,0.464638
-0.530162,-2.22435
1.7568,2.92777
3.56342,-1.01873
0.951502,0.18453
2.82226,-1.32287
-0.597127,-4.26602
0.204143,-1.93947
2.3506,3.12053
2.67825,5.2967
0.589638,-4.74851
2.7645,0.185189
2.46039,2.64431
0.633285,1.15391
-0.340248,0.686371
3.38395,2.30772
1.47224,-0.633938
-1.45953,-0.717968
1.63224,1.32178
2.07298,-1.90747
-0.0611718,1.67949
0.217552,-0.943521
1.27706,-2.07278
0.529609,-3.3241
0.787517,-3.30971
2.65572,0.423811
0.821418,1.09159
0.932002,3.63037
-0.815772,0.0599076
1.60634,1.50237
0.965927,-0.0697452
1.41924,-0.491025
1.06622,-2.766
2.19364,-1.27756
-0.395289,-2.9832
1.17423,-0.684812
-0.646448,-0.901237
-0.0419451,-5.2668
4.31282,5.02673
1.39594,-0.450985
-1.54136,-4.59059
2.00488,-1.83291
-0.0402574,-0.356646
-1.31711,-1.94588
0.687926,0.401691
-0.0281716,0.440882
1.4725,2.1016
0.642697,0.964042
0.845055,0.416718
-0.133748,1.25623
1.55293,0.73001
-1.23624,-1.40743
0.860039,1.55921
2.82221,2.39587
0.139964,-1.77742
0.90157,2.75792
1.49288,0.188749
0.386838,-3.45324
3.83323,4.29584
-1.59668,-2.14221
0.125485,-4.5844
2.82133,2.8357
0.384494,-2.51596
1.82423,3.39248
3.15478,2.9682
2.52251,4.25259
0.658021,0.789651
-0.604344,-0.858702
-0.370829,-5.91399
3.03108,3.44006
-0.53428,-1.8819
0.606688,-1.89427
4.1663,3.68561
0.709977,-2.26794
0.155633,0.710588
3.53897,-0.293914
2.27561,3.3911
-1.08405,-1.36642
2.42887,2.51385
2.53973,3.21383
2.19146,0.827452
0.481339,-0.821711
-1.26848,-2.64529
4.31048,3.72808
1.84221,0.934608
1.16087,1.99898
1.52664,3.1549
1.34299,1.39491
0.481141,-4.22355
2.26024,2.05058
1.10359,1.97061
1.16413,1.98692
0.543747,-0.616487
0.936794,2.11081
-0.302209,-2.39829
2.57436,1.01935
1.54735,0.838063
-3.54778,-5.15013
5.53493,4.2688
-0.634568,-0.978025
-0.530069,-5.44699
2.15575,-1.42358
1.0901,-0.0466829
1.43076,2.43777
-1.48318,-4.65138
0.359612,-0.344936
-0.956567,-3.65499
2.20925,2.67023
-0.847712,-0.61828
2.27672,0.15579
0.533459,-2.47693
1.80485,-0.644104
0.191614,-3.39873
0.656281,3.2613
2.36467,3.20441
-1.40551,-1.11473
2.61114,1.74958
0.800202,-1.79895
2.1169,0.171593
-0.199858,-1.89883
2.70117,0.591156
-0.0708012,-1.58885
3.16285,3.15587
2.07702,1.52932
-1.87184,-2.16647
0.0206991,0.449835
1.36307,0.226639
1.56079,-0.930631
1.59382,-0.780373
1.03771,-1.96811
-0.542773,-0.922057
-2.56488,-7.78293
1.31776,3.83736
4.37795,5.11221
-0.0244444,-3.17123
1.74023,-0.285222
-0.620887,-3.54819
-1.15133,-4.21131
3.0415,4.55772
-0.666441,-3.35942
-1.42502,-3.17756
0.323694,-1.29734
2.63394,3.1944
5.04991,4.53818
-0.800386,-1.84952
0.115342,-4.3629
1.48947,-0.241285
-1.99658,-3.54996
2.5405,-0.366592
0.939046,0.0423723
-0.158458,-2.62711
-0.584392,-0.565909
0.960747,-1.12773
2.01799,-0.36144
2.6388,0.413271
1.3049,-1.39823
0.813456,0.482564
-0.440767,-1.69817
2.23662,-1.24032
1.24436,1.6223
-0.315646,-1.03907
-0.576432,-4.79659
1.35593,-1.23152
0.676783,1.19111
0.746378,1.10629
-1.54218,-2.99539
2.38915,3.81855
0.0405771,-0.478438
2.93889,4.29792
0.859693,0.127057
0.957199,-3.81192
-2.31475,-2.44742
0.838884,-1.87534
2.80071,2.82121
0.0573023,-3.53697
-0.251328,-1.57516
1.62207,1.18519
2.11432,3.3474
1.43939,-1.00337
2.03925,0.568038
3.62935,-0.0194575
2.82096,2.34385
3.33834,5.52183
4.03768,0.880136
1.12913,0.755009
1.90722,-2.36562
-0.573852,-4.77488
0.245328,-1.46707
0.903578,1.07004
2.61244,4.41224
0.72176,-1.54928
2.72796,1.55659
-0.00976327,-4.82932
3.13469,4.13076
0.138167,-0.452657
0.431779,-4.82679
-0.603889,-4.29521
0.232691,-1.85085
2.22894,-0.189728
1.01665,-0.379492
1.43892,1.60809
-0.431687,-2.65572
-0.518091,0.0926921
-1.46521,-2.29479
1.18884,0.739733
3.01092,3.52131
1.53587,2.78889
1.33139,1.15652
2.93924,2.89675
0.545865,2.31167
3.30433,2.71192
-0.597713,-1.65228
1.75234,1.74101
1.19151,0.764837
0.969921,2.46997
-0.945229,-2.40634
3.8016,6.39547
0.633684,-2.11137
-0.421416,1.69354
1.27559,-1.95409
1.10548,-0.0066947
1.23591,-0.356059
-0.100941,-0.688762
0.14588,-1.88102
-0.442879,-4.08082
2.71223,-0.273581
1.5303,-0.911952
0.439468,-5.07364
-0.266433,-0.90949
-0.166785,-2.86848
-0.436857,-1.8317
3.51682,1.67647
2.04092,-1.1695
-1.03744,-1.64243
3.97017,4.52948
0.62195,1.76973
1.61245,2.34656
0.943912,0.383182
-0.46264,0.809582
-0.362987,-1.67772
0.655051,2.67568
2.38556,0.049236
0.783341,0.11445
0.36808,1.89903
1.13988,0.289815
0.10032,-0.503507
2.37579,2.62031
-0.684307,-1.87641
-0.1843,-1.78234
0.850982,-0.459112
-0.424898,-0.952922
2.19931,2.48618
0.700871,0.842692
5.46287,4.63768
2.23801,2.20432
2.52699,2.92336
-0.278483,-3.78894
2.55436,2.04084
2.52391,0.253878
1.84776,-0.148481
2.58387,2.4052
0.262177,-4.14497
2.4974,1.419
0.254416,-3.79323
2.7291,-3.35902
1.66238,-1.55326
0.662967,-1.71861
0.23438,-5.1187
-1.50898,-0.599178
0.245295,-1.42195
1.8646,0.0554708
3.52268,6.04054
1.73868,1.44909
-0.185592,-2.60607
-3.05886,-2.12712
4.54772,3.90135
-0.212746,-1.32423
-0.229367,0.56013
2.55929,2.20457
-1.6533,-3.32015
-0.112058,-2.33373
0.320135,-1.92883
1.3534,-0.748629
0.0463404,1.0019
2.39479,2.26071
0.368147,1.60171
-0.0915596,1.90853
2.82624,1.4911
3.89588,3.94993
-0.478967,-2.65025
1.21842,-2.00656
2.80708,4.20228
-0.581362,1.26142
2.11293,0.150887
0.33024,0.523508
-1.64189,-2.89168
0.716211,-1.2701
0.437539,0.323836
1.4922,2.98127
0.784381,-0.749076
0.225178,-2.08189
-0.156013,-0.55027
1.23062,0.496017
1.91095,2.09591
2.0013,1.49698
0.971458,-0.291432
2.55572,0.431182
-0.246326,-1.05811
2.99362,4.31202
1.22243,1.10479
2.83063,2.77493
0.192458,-2.13337
-0.756786,-0.817355
1.71655,1.66828
-0.524782,-5.66118
1.94325,-0.242814
0.960837,0.902505
0.832187,-1.34992
1.3411,0.919568
-1.50888,-1.70177
2.49611,-1.0141
1.62446,3.46339
1.79843,1.71093
1.25843,0.476092
0.54051,-0.535545
0.66714,0.167018
-0.256994,-2.03142
2.29562,0.670794
0.640686,-1.12967
1.35834,2.6979
0.574987,-0.038612
0.90309,-2.32345
2.57312,2.99853
0.737381,3.8027
-0.59116,-4.14347
2.77348,-0.882137
-0.499187,-1.88127
2.42137,-0.479154
2.57866,1.34398
2.17372,-0.187933
-0.279808,-2.04334
0.580225,1.80009
3.28251,3.09137
0.976751,0.259702
-0.218532,0.471177
2.43543,2.61456
1.59015,2.91347
2.551,1.0718
1.70138,-0.706063
2.85287,0.646702
1.31908,-1.52243
3.19463,2.22896
3.11865,0.570754
1.10552,0.0197677
2.01696,1.19112
-0.225362,0.245227
1.17099,2.51803
-0.572081,-3.13024
2.34824,1.67225
-0.73419,-2.71678
-0.0377413,-1.2735
-1.22084,-2.86814
-0.933145,-4.47505
1.21987,-2.04921
0.594075,1.46114
-0.520966,-1.6122
0.657539,1.42571
0.0215507,0.220927
1.22617,-0.267868
-0.774841,-5.84055
-0.881369,-2.95524
2.43027,3.65147
0.639822,-1.62719
-0.375622,-4.28242
1.87908,2.41179
-0.751035,-1.49599
2.06151,3.42781
0.614119,0.6237
0.505704,-2.97328
2.35348,0.259201
-2.68848,-6.18624
1.91934,1.98043
1.5675,1.90742
0.468365,0.656909
0.973934,-0.873741
0.331417,1.09009
1.56431,0.672717
-0.251792,-3.39933
0.85514,2.05617
1.81101,2.65831
-1.66842,-2.49396
2.64743,-2.45974
0.624516,-1.73994
1.03674,-1.89882
1.71042,-0.575426
0.190001,-1.64288
-0.44004,-2.67052
2.23612,1.05349
1.71961,0.208565
0.750301,1.07675
2.20318,-0.381419
-0.866651,-2.74126
0.423076,-0.0568756
-1.88741,-2.81179
0.42171,0.501489
0.49383,2.60989
1.01239,-1.32389
3.24276,5.1518
1.62962,3.97879
0.838396,0.694919
-0.320202,-4.03723
1.36977,2.62997
2.58266,2.01432
1.71267,-3.0396
0.589144,0.627503
-0.60163,-0.58185
1.55088,-1.50726
-1.23652,-3.40235
0.316439,1.31746
0.936434,0.0910207
0.407191,-0.683151
-0.584481,-4.0984
1.37643,1.01433
2.5861,3.28533
1.53568,-0.0805297
0.0845189,1.78161
0.866349,-0.950009
1.94798,0.537866
5.91288,4.80722
-0.894817,-1.55166
1.86483,-1.32492
1.46832,1.96667
1.68747,-0.612133
2.03706,-0.85782
0.297845,-0.299782
2.31233,3.10627
1.25264,2.27133
-0.645128,-0.336462
-1.36215,0.79264
2.6519,-3.39597
-1.97623,-2.8944
-1.29254,-2.70476
1.22666,1.72031
-0.304504,-3.06118
2.70202,0.289223
-0.0825416,-2.73527
1.36133,2.07656
-0.401806,-3.10883
1.18666,1.13267
-0.4451,1.90373
-1.31493,2.18896
1.68667,-2.11273
1.78689,0.503717
0.456348,-0.460206
2.20058,3.30731
1.44392,-0.608539
1.28248,1.79802
1.66132,-0.362661
-0.186243,-2.27921
3.6477,2.34691
1.94899,0.0961924
-2.79084,-5.09235
-0.0576961,-1.16907
0.355753,-1.15494
2.03726,0.132463
-1.0147,0.792468
2.22489,4.35202
0.709282,-0.435406
4.56326,2.83791
0.158862,0.609342
3.13024,0.326914
-0.663913,-3.08525
-0.380738,-1.95249
1.86322,0.283558
3.02853,7.45333
0.1292,0.771939
1.74545,1.19612
1.28746,-0.16639
2.89476,5.02245
2.24538,0.47637
2.38774,2.06353
0.433241,-3.17343
4.61229,4.22926
-0.8177,-0.638735
-0.309944,-2.02285
0.792277,1.76338
3.46622,4.71313
1.12745,-1.54162
2.15231,5.95233
0.716188,-1.89016
1.49304,-2.24157
2.23107,0.886339
-0.0547549,-1.06631
-1.96321,-4.82937
0.940599,0.435414
0.652923,0.115265
2.07783,0.220668
-0.0802266,-2.51781
3.66707,4.49806
0.611982,-1.20019
1.61749,-0.957508
3.07562,3.56073
0.479796,2.00869
0.420585,0.342339
1.11483,-1.48587
1.25608,-3.72741
-0.188893,-3.63909
-1.32865,-2.68702
-0.321845,4.02889
3.4283,2.66228
-0.503048,-0.795173
0.945454,-2.17868
-0.878354,-1.63368
2.33396,4.01361
-0.422272,-1.93932
0.152512,-3.97897
2.35593,1.82661
1.08152,-0.508617
1.96008,4.45165
0.264686,-1.15799
-0.316435,-0.920807
-0.37681,-0.07798
-0.460126,-1.36733
1.13063,-3.10784
1.86163,2.72734
0.0293741,0.413625
0.84345,-2.23584
1.80991,2.84868
-1.83307,-5.80315
1.02533,0.160877
1.51557,2.10016
-0.316427,0.277927
1.37003,1.2405
1.88722,-0.619504
-0.691608,-1.99573
2.59517,3.21666
0.123749,-2.52151
1.43794,-1.24531
0.0778454,0.722398
1.26269,0.0571209
3.61154,4.48313
1.94298,0.781331
2.25564,0.326076
1.82945,1.40342
1.18565,-0.642642
-0.294422,-1.24204
-0.641811,-2.53761
1.44038,1.4899
2.888,2.30126
-0.0872992,-4.22037
2.66703,2.30314
-0.244853,-2.45354
0.694534,-0.103731
1.47604,2.19999
0.252244,3.55562
0.746357,0.37707
1.656,3.00655
-0.347478,-0.848152
0.644175,1.43842
-0.71685,-0.343179
0.0499435,-1.55188
-0.122354,-0.584923
0.426668,0.412768
-1.04379,-1.84643
1.82464,2.50104
0.790429,0.548807
0.428755,0.39313
1.26709,0.448882
4.12276,2.23123
2.41206,1.22312
2.00815,1.26586
1.97838,3.09986
2.91047,2.87874
0.893271,0.200593
0.728817,2.47169
1.06988,0.685699
-0.913267,-2.79717
-0.223208,-2.85523
0.459231,-3.83657
2.54278,2.71909
0.528391,1.2585
1.45679,-1.56363
0.728933,-4.01252
1.45989,0.599013
2.238,-0.459058
0.590881,-0.102795
-0.142814,0.684454
3.30496,3.48132
1.08985,3.25614
4.07983,6.6211
2.14408,0.637071
0.829073,-0.921236
1.00026,-0.630792
0.344615,-1.29712
0.428421,1.59904
2.59975,3.08553
1.35469,2.57974
1.94369,0.981162
1.29118,1.26531
2.00543,3.97955
2.21941,4.42035
1.03852,1.17678
-0.0205428,0.44069
0.683941,2.46751
0.918955,2.22359
-1.57474,-6.75921
1.21493,0.355811
-0.497087,-3.00235
1.98813,-1.11643
0.889669,1.98098
-1.01659,-4.39988
4.14511,3.13541
-2.70217,0.690409
-0.653101,-0.441626
-0.196799,-2.30289
-1.36358,-2.03983
0.22597,-3.79995
2.47809,3.44875
0.403224,-3.84891
3.44458,0.509268
1.81363,1.65097
0.00484285,-3.3212
-1.17881,-0.361177
-2.03379,-7.91514
-0.0602477,0.63273
1.19324,-5.31373
0.83488,-1.53519
-0.143822,0.563009
1.45485,2.87625
3.91921,-0.627864
-0.32607,-3.82983
0.587095,2.72059
0.313166,-1.85896
1.98074,3.19908
0.951737,-0.20801
0.833073,-0.638884
0.976797,2.85086
-0.110274,-2.95997
2.84203,1.97832
-1.38353,-3.22077
-0.7164,0.451182
-0.593787,-1.19028
-1.18796,-1.69601
0.546859,-0.244699
1.45324,-0.257599
1.24064,-2.83231
1.92936,1.25168
2.01117,-3.88987
2.8953,0.983356
0.102526,-0.652521
-0.259193,1.37753
2.45913,-0.843463
-0.42081,-1.27595
2.00074,-2.24893
0.802204,0.916791
-1.73777,-5.4769
2.88625,2.26062
0.401097,-0.788652
3.84167,2.05325
0.104368,-0.0928335
2.67791,2.62352
-1.63794,-2.88288
0.959036,-1.72857
0.432961,-0.894454
3.07267,3.3228
1.78695,0.486207
3.10177,0.187607
2.07177,2.54283
1.75827,1.68826
1.12293,1.24917
0.425803,1.3991
1.93831,-2.55177
-0.384624,2.0208
0.918682,-0.0745276
-1.81197,0.597455
2.10799,-0.246605
2.07328,-0.521331
1.08842,3.86039
1.75595,-0.067291
0.531944,-0.675214
2.68922,2.40923
3.10026,0.207244
-0.423319,-0.177853
0.443427,1.22079
1.04838,-0.992519
0.867663,-3.26754
2.75054,0.0349284
0.839525,0.727814
1.41493,0.181208
2.87617,2.93501
1.97221,-1.33311
1.09679,-1.91129
4.14065,0.786086
-1.1745,-0.887828
1.97767,-1.6498
-0.380876,1.59439
2.4452,-1.43614
0.73067,-0.580239
-1.61441,-5.34357
-2.25883,-0.960779
0.162986,1.24408
2.50892,3.15781
2.64348,1.18164
0.178009,1.21005
5.45149,3.89794
0.433982,-2.91422
3.6237,2.80961
0.583666,-0.597261
-0.281218,-0.736093
-0.562492,1.25427
3.02091,2.15951
1.02203,-4.66185
-0.738947,-4.38597
4.83707,5.85585
0.9105,-0.761749
0.832617,-3.57102
-0.542357,-0.769243
2.96758,1.38611
4.16882,3.26375
1.27029,0.474136
4.17791,4.10456
4.54616,5.76356
1.46541,2.66763
0.657214,-1.01578
2.30231,2.57446
-0.557537,-1.11921
1.76355,-1.2681
1.99922,-0.302667
-1.59732,-4.56395
2.52477,1.07154
3.26971,3.30137
3.16099,3.96802
0.123403,-0.680281
-2.04231,-2.78128
-1.78835,-1.3702
-0.872725,-0.820411
1.79071,1.84466
1.06412,0.507899
-1.542,-3.38603
0.0211981,-2.6533
3.56554,2.75922
2.9978,3.34571
0.325644,-3.35513
2.80552,-0.239965
-0.881659,-1.42995
1.41464,2.49892
-0.293279,-1.1742
3.15768,-2.16551
3.95642,-0.213138
-1.69018,-1.60047
2.44624,1.38435
2.48302,3.19865
-0.491754,-4.26314
0.955801,-0.687748
0.812114,1.71649
1.52788,0.945364
1.49129,4.22971
1.75871,0.767602
-0.915694,-5.40123
-1.53593,-1.80497
0.521225,-0.0446241
2.69865,2.77176
3.24899,4.23922
2.08453,0.521846
1.34846,-0.554294
2.53554,2.55671
0.266828,-0.458011
-1.09912,-3.31355
0.123878,-0.271825
0.544371,-1.38434
2.66966,0.275688
-0.330505,-2.32417
-0.733079,-6.67689
-0.175511,-2.04494
-1.73695,-5.10675
1.48149,0.695325
2.75779,4.64734
2.23255,1.03997
0.0246605,-1.02217
1.77203,1.06015
0.974396,1.71343
-0.729985,-2.16896
0.0607957,1.35831
-1.29698,-2.72754
0.24157,-4.15949
2.26182,-0.990822
2.43245,3.41813
2.24033,2.47209
2.10359,0.373136
0.805397,0.417207
0.59069,-1.42573
0.432017,-0.4214
0.295374,-2.6734
0.267665,-0.381621
1.97727,2.65591
3.35308,1.32293
-0.471727,0.746405
-0.766994,-2.24405
-0.636526,-1.89668
0.948811,3.37915
0.580108,-0.492535
-0.63842,-2.13523
4.03134,3.8341
4.60611,3.25079
3.23393,1.8721
1.30881,0.478094
1.66584,1.30081
1.20645,3.8253
0.328375,-0.272784
1.13893,-2.23205
0.275057,-2.26956
-0.694361,-2.84793
0.50083,0.507052
-1.45894,-2.00557
2.5375,0.0953725
1.36243,-1.24976
-0.589881,-1.61021
